	image	javascript	css	html	audio	vedio	xml	text	application
0.0	0.0994	0.0562	0.0	0.0216	0.7257	0.0886	0.0086	0.0	
0.0	0.1139	0.1881	0.0	0.0297	0.4356	0.2178	0.0149	0.0	
0.0	0.1626	0.1118	0.0	0.0061	0.5407	0.1667	0.0122	0.0	
0.0	0.2344	0.125	0.0	0.0	0.2656	0.375	0.0	0.0	
0.0	0.253	0.1687	0.0	0.0	0.3373	0.2349	0.006	0.0	
0.0	0.1743	0.0954	0.0	0.0033	0.4112	0.2862	0.0296	0.0	
0.0696	0.1044	0.1299	0.0	0.0441	0.4919	0.1508	0.0093	0.0	
0.0	0.2014	0.0848	0.0	0.0071	0.4664	0.1731	0.0671	0.0	
0.0	0.4	0.0	0.0	0.0	0.4	0.2	0.0	0.0	
0.0	0.16	0.07	0.0	0.01	0.33	0.39	0.04	0.0	
0.0	0.3667	0.0667	0.0	0.0	0.2	0.3667	0.0	0.0	
0.0	0.2248	0.0872	0.0	0.0046	0.4725	0.1697	0.0413	0.0	
0.0	0.266	0.0957	0.0	0.0	0.3511	0.2872	0.0	0.0	
0.0	0.2569	0.1101	0.0	0.0092	0.3119	0.3119	0.0	0.0	
0.0	0.1374	0.1107	0.0	0.0038	0.4695	0.2672	0.0115	0.0	
0.0	0.1759	0.1204	0.0	0.0	0.537	0.1389	0.0278	0.0	
0.0	0.2133	0.0333	0.0	0.0	0.4533	0.1733	0.1267	0.0	
0.0	0.1647	0.1406	0.0	0.008	0.4016	0.257	0.0281	0.0	
0.0	0.0915	0.1111	0.0	0.0	0.4314	0.3464	0.0196	0.0	
0.0	0.1156	0.0704	0.0	0.0251	0.6457	0.1332	0.0101	0.0	
0.0	0.1914	0.0802	0.0	0.0062	0.5463	0.1142	0.0617	0.0	
0.0	0.1933	0.1008	0.0	0.0084	0.3109	0.3529	0.0336	0.0	
0.0	0.1358	0.0943	0.0	0.0717	0.5585	0.1321	0.0075	0.0	
0.0	0.1954	0.0862	0.0	0.0057	0.4195	0.2529	0.0402	0.0	
0.0	0.1724	0.1494	0.0	0.023	0.2069	0.4023	0.046	0.0	
0.0	0.1625	0.1396	0.0	0.0	0.501	0.1702	0.0268	0.0	
0.0	0.2037	0.1481	0.0	0.0	0.2963	0.3519	0.0	0.0	
0.0	0.4179	0.1493	0.0	0.0	0.1493	0.2537	0.0299	0.0	
0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.0	0.2586	0.0948	0.0	0.0086	0.2845	0.3534	0.0	0.0	
0.0	0.2121	0.0303	0.0	0.0	0.2121	0.5152	0.0303	0.0	
0.0	0.3261	0.0	0.0	0.0	0.5	0.1522	0.0217	0.0	
0.0	0.1432	0.1755	0.0	0.0092	0.5751	0.0855	0.0115	0.0	
0.0	0.2168	0.0809	0.0	0.0032	0.4013	0.2751	0.0227	0.0	
0.0	0.1728	0.1358	0.0	0.0	0.2963	0.3951	0.0	0.0	
0.0	0.1973	0.0807	0.0	0.0045	0.435	0.2601	0.0224	0.0	
0.0	0.2222	0.0773	0.0	0.0048	0.3768	0.285	0.0338	0.0	
0.0	0.2569	0.1111	0.0	0.0139	0.2917	0.3194	0.0069	0.0	
0.0	0.1136	0.197	0.0	0.0	0.3561	0.3258	0.0076	0.0	
0.0	0.0785	0.1843	0.0	0.0353	0.4872	0.1923	0.0224	0.0	
0.0	0.131	0.0595	0.0	0.0	0.5119	0.2619	0.0357	0.0	
0.0	0.3889	0.0	0.0	0.0	0.3333	0.2222	0.0556	0.0	
0.0	0.2833	0.0167	0.0	0.0	0.2167	0.3833	0.1	0.0	
0.0	0.1927	0.0459	0.0	0.0	0.5596	0.156	0.0459	0.0	
0.0	0.0802	0.1399	0.0	0.0288	0.5226	0.2119	0.0165	0.0	
0.0357	0.1116	0.0312	0.0	0.0	0.5759	0.2188	0.0268	0.0	
0.0	0.1304	0.0145	0.0	0.0	0.7391	0.087	0.029	0.0	
0.0	0.2143	0.0	0.0	0.0	0.1429	0.4286	0.2143	0.0	
0.0	0.3188	0.058	0.0	0.0	0.2899	0.2246	0.1087	0.0	
0.0	0.1021	0.1745	0.0	0.0255	0.5135	0.1773	0.0071	0.0	
0.0	0.1021	0.0576	0.0	0.0262	0.6963	0.1073	0.0105	0.0	
0.0	0.1318	0.2171	0.0	0.0078	0.3411	0.2791	0.0233	0.0	
0.0	0.2273	0.1667	0.0	0.0	0.1818	0.3636	0.0606	0.0	
0.0	0.0943	0.0503	0.0	0.0377	0.4843	0.2956	0.0377	0.0	
0.0	0.2182	0.0909	0.0	0.0052	0.5273	0.0909	0.0675	0.0	
0.0	0.2045	0.1591	0.0	0.0227	0.2727	0.3409	0.0	0.0	
0.0	0.1965	0.1156	0.0	0.0405	0.3353	0.2832	0.0289	0.0	
0.0	0.2778	0.0	0.0	0.0	0.3333	0.2222	0.1667	0.0	
0.0	0.0879	0.0687	0.0	0.0302	0.6703	0.1291	0.0137	0.0	
0.0	0.0899	0.159	0.0	0.0323	0.5207	0.1889	0.0092	0.0	
0.0066	0.1016	0.1639	0.0	0.0	0.4918	0.1934	0.0426	0.0	
0.0	0.0828	0.0637	0.0	0.0318	0.6975	0.1178	0.0064	0.0	
0.0	0.1786	0.0714	0.0	0.0	0.25	0.4286	0.0714	0.0	
0.0	0.2035	0.1163	0.0	0.0291	0.3837	0.2558	0.0116	0.0	
0.0	0.1889	0.0778	0.0	0.0	0.5556	0.1667	0.0111	0.0	
0.0038	0.1462	0.05	0.0	0.0192	0.5077	0.2577	0.0154	0.0	
0.0	0.0841	0.2523	0.0	0.0	0.3832	0.243	0.0374	0.0	
0.0	0.15	0.0417	0.0	0.0083	0.55	0.2	0.05	0.0	
0.0	0.0427	0.3462	0.0	0.0	0.265	0.2991	0.047	0.0	
0.0412	0.1647	0.0941	0.0	0.0	0.4176	0.2412	0.0412	0.0	
0.0	0.1071	0.1456	0.0	0.0027	0.467	0.2637	0.0137	0.0	
0.0	0.2099	0.0718	0.0	0.0083	0.5663	0.0801	0.0635	0.0	
0.0	0.4615	0.0	0.0	0.0769	0.0769	0.1538	0.2308	0.0	
0.0	0.4194	0.0968	0.0	0.0	0.3548	0.129	0.0	0.0	
0.0	0.2	0.1267	0.0	0.0067	0.4067	0.26	0.0	0.0	
0.0	0.1176	0.0	0.0	0.0	0.5882	0.2353	0.0588	0.0	
0.0	0.2857	0.0659	0.0	0.011	0.1978	0.4286	0.011	0.0	
0.0	0.1711	0.1027	0.0	0.0076	0.4297	0.2624	0.0266	0.0	
0.0035	0.0954	0.1767	0.0	0.0	0.5512	0.1519	0.0212	0.0	
0.0	0.1745	0.066	0.0	0.0024	0.5849	0.1321	0.0401	0.0	
0.0	0.2222	0.0	0.0	0.0	0.2778	0.3333	0.1667	0.0	
0.0	0.0758	0.043	0.0	0.0205	0.7746	0.0799	0.0061	0.0	
0.0	0.2452	0.1226	0.0	0.0038	0.364	0.2069	0.0575	0.0	
0.0	0.2	0.04	0.0	0.04	0.24	0.4	0.08	0.0	
0.0	0.1641	0.0513	0.0	0.0	0.4769	0.2974	0.0103	0.0	
0.0	0.1529	0.1176	0.0	0.0029	0.5265	0.1706	0.0294	0.0	
0.0	0.1818	0.0227	0.0	0.0	0.5227	0.1136	0.1591	0.0	
0.0	0.1613	0.0968	0.0	0.0	0.3548	0.3548	0.0323	0.0	
0.0	0.2083	0.0972	0.0	0.0046	0.4583	0.1759	0.0556	0.0	
0.0	0.4474	0.0	0.0	0.0	0.2632	0.2895	0.0	0.0	
0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.0	0.2222	0.0	0.0	0.0	0.4444	0.3333	0.0	0.0	
0.0	0.1381	0.1119	0.0	0.0037	0.4515	0.2761	0.0187	0.0	
0.0	0.0968	0.1787	0.0	0.0223	0.4839	0.2084	0.0099	0.0	
0.0	0.0667	0.0667	0.0	0.0	0.2	0.4667	0.2	0.0	
0.0	0.1429	0.181	0.0	0.0	0.3524	0.3048	0.019	0.0	
0.0	0.2632	0.0877	0.0	0.0	0.1579	0.4035	0.0877	0.0	
0.0	0.1588	0.1159	0.0	0.0	0.4077	0.2661	0.0515	0.0	
0.0	0.2829	0.0395	0.0	0.0	0.3092	0.2763	0.0921	0.0	
0.0	0.1304	0.0821	0.0	0.0193	0.57	0.1981	0.0	0.0	
0.0	0.1277	0.0106	0.0	0.0638	0.734	0.0426	0.0213	0.0	
0.0	0.2581	0.0323	0.0	0.0	0.3226	0.3871	0.0	0.0	
0.0	0.1812	0.1159	0.0	0.0072	0.4058	0.1957	0.0942	0.0	
0.0	0.3333	0.0	0.0	0.0	0.0	0.6667	0.0	0.0	
0.0	0.1667	0.1351	0.0	0.0	0.4279	0.2477	0.0225	0.0	
0.0	0.1156	0.1965	0.0	0.0	0.3815	0.2428	0.0636	0.0	
0.1802	0.1069	0.103	0.0	0.0079	0.4574	0.1406	0.004	0.0	
0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.5	0.0	
0.0	0.2439	0.122	0.0	0.0244	0.2683	0.3171	0.0244	0.0	
0.0	0.5417	0.0	0.0	0.0	0.2083	0.25	0.0	0.0	
0.0	0.1457	0.1256	0.0	0.005	0.5327	0.191	0.0	0.0	
0.0	0.1493	0.1418	0.0	0.0	0.3284	0.3284	0.0522	0.0	
0.0055	0.1381	0.0718	0.0	0.0	0.442	0.2983	0.0442	0.0	
0.0	0.1	0.1545	0.0	0.0364	0.3773	0.3182	0.0136	0.0	
0.0	0.1361	0.0791	0.0	0.019	0.4715	0.2373	0.057	0.0	
0.0099	0.0887	0.1872	0.0	0.0049	0.4236	0.266	0.0197	0.0	
0.0	0.2308	0.0769	0.0	0.0	0.3269	0.3269	0.0385	0.0	
0.0198	0.1067	0.1225	0.0	0.0079	0.4743	0.253	0.0158	0.0	
0.0	0.0916	0.1062	0.0	0.0366	0.4799	0.2674	0.0183	0.0	
0.0147	0.125	0.1618	0.0	0.0	0.4779	0.1985	0.0221	0.0	
0.0	0.1719	0.0312	0.0	0.0	0.4219	0.3281	0.0469	0.0	
0.0079	0.119	0.2857	0.0	0.0159	0.3175	0.2381	0.0159	0.0	
0.0	0.1467	0.1289	0.0	0.0089	0.4222	0.2178	0.0756	0.0	
0.0	0.2857	0.1099	0.0	0.0	0.2637	0.2308	0.1099	0.0	
0.0	0.1165	0.1068	0.0	0.0049	0.568	0.1796	0.0243	0.0	
0.0	0.1839	0.1494	0.0	0.0805	0.1954	0.3448	0.046	0.0	
0.0	0.183	0.1699	0.0	0.0065	0.5327	0.1013	0.0065	0.0	
0.0074	0.1029	0.1471	0.0	0.0	0.2941	0.4118	0.0368	0.0	
0.0	0.36	0.04	0.0	0.0	0.28	0.32	0.0	0.0	
0.0	0.675	0.05	0.0	0.0	0.075	0.175	0.025	0.0	
0.0	0.1565	0.1391	0.0	0.0145	0.4174	0.2029	0.0696	0.0	
0.0066	0.0789	0.0921	0.0	0.0066	0.5461	0.2434	0.0263	0.0	
0.0	0.2	0.0	0.0	0.0	0.3	0.1	0.4	0.0	
0.0	0.1419	0.1419	0.0	0.0	0.4324	0.2635	0.0203	0.0	
0.0	0.2197	0.1061	0.0	0.0152	0.3258	0.3333	0.0	0.0	
0.0	0.1872	0.1362	0.0	0.0	0.3957	0.2383	0.0426	0.0	
0.0	0.1012	0.0753	0.0	0.0282	0.6824	0.1059	0.0071	0.0	
0.0	0.0	0.0	0.0	0.0	0.0	0.6667	0.3333	0.0	
0.0	0.2881	0.0932	0.0	0.0	0.3136	0.2627	0.0424	0.0	
0.0	0.2085	0.0883	0.0	0.0071	0.3746	0.2933	0.0283	0.0	
0.0	0.2769	0.0	0.0	0.0	0.2462	0.3846	0.0923	0.0	
0.0	0.1069	0.0665	0.0	0.0318	0.6763	0.1069	0.0116	0.0	
0.0	0.1477	0.1364	0.0	0.0	0.4886	0.2045	0.0227	0.0	
0.0923	0.1192	0.1346	0.0	0.0	0.4962	0.1385	0.0192	0.0	
0.0	0.1495	0.1869	0.0	0.0	0.3832	0.271	0.0093	0.0	
0.0	0.2329	0.0959	0.0	0.0	0.2877	0.3562	0.0274	0.0	
0.0	0.1913	0.1739	0.0	0.0174	0.2609	0.287	0.0696	0.0	
0.0	0.1877	0.1034	0.0	0.0038	0.3563	0.3142	0.0345	0.0	
0.0034	0.1034	0.1103	0.0	0.0069	0.5483	0.2103	0.0172	0.0	
0.0	0.1875	0.125	0.0	0.0	0.1875	0.4688	0.0312	0.0	
0.0065	0.1226	0.0968	0.0	0.0	0.3677	0.3613	0.0452	0.0	
0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.0	0.2054	0.1161	0.0	0.0045	0.3973	0.2277	0.0491	0.0	
0.0	0.1879	0.0872	0.0	0.0201	0.4497	0.2349	0.0201	0.0	
0.0	0.0831	0.108	0.0	0.0028	0.5956	0.1967	0.0139	0.0	
0.0	0.1538	0.1731	0.0	0.0	0.25	0.4038	0.0192	0.0	
0.0	0.1228	0.1988	0.0	0.0058	0.3918	0.269	0.0117	0.0	
0.0104	0.1042	0.1615	0.0	0.0052	0.4167	0.2812	0.0208	0.0	
0.0	0.0824	0.1703	0.0	0.0055	0.4341	0.2747	0.033	0.0	
0.0	0.1449	0.2074	0.0	0.0028	0.4006	0.2216	0.0227	0.0	
0.0	0.0913	0.1517	0.0	0.0154	0.6292	0.1067	0.0056	0.0	
0.0	0.1622	0.0811	0.0	0.0	0.4865	0.2432	0.027	0.0	
0.0	0.1232	0.0749	0.0	0.029	0.6232	0.1304	0.0193	0.0	
0.0	0.2174	0.0942	0.0	0.0145	0.3623	0.3116	0.0	0.0	
0.0	0.1589	0.028	0.0	0.0374	0.5701	0.1963	0.0093	0.0	
0.0	0.3265	0.0408	0.0	0.0	0.4694	0.1633	0.0	0.0	
0.0	0.069	0.1149	0.0	0.0115	0.4943	0.2816	0.0287	0.0	
0.0	0.0679	0.0864	0.0	0.0185	0.3704	0.3395	0.1173	0.0	
0.0	0.1194	0.1045	0.0	0.0	0.5299	0.2015	0.0448	0.0	
0.0	0.3846	0.0769	0.0	0.0	0.1154	0.3462	0.0769	0.0	
0.0	0.218	0.0902	0.0	0.015	0.3459	0.3233	0.0075	0.0	
0.0	0.0	0.0	0.0	0.0	0.5	0.5	0.0	0.0	
0.0	0.1915	0.2553	0.0	0.0	0.234	0.3191	0.0	0.0	
0.0169	0.0983	0.1153	0.0	0.0	0.4102	0.2983	0.061	0.0	
0.0	0.1622	0.0871	0.0	0.036	0.5796	0.1261	0.009	0.0	
0.0	0.0571	0.0571	0.0	0.0	0.5143	0.2286	0.1429	0.0	
0.0032	0.0965	0.0965	0.0	0.0096	0.6174	0.1608	0.0161	0.0	
0.0	0.1019	0.1255	0.0	0.0199	0.5553	0.1826	0.0149	0.0	
0.0	0.0909	0.0	0.0	0.0	0.0	0.6364	0.2727	0.0	
0.0	0.2453	0.066	0.0	0.0	0.5377	0.1415	0.0094	0.0	
0.0	0.2299	0.0489	0.0	0.0144	0.4885	0.1753	0.0431	0.0	
0.0	0.0588	0.0107	0.0	0.0321	0.8663	0.0214	0.0107	0.0	
0.0	0.1014	0.1332	0.0	0.002	0.5666	0.1889	0.008	0.0	
0.0046	0.2222	0.0278	0.0	0.0046	0.5231	0.125	0.0926	0.0	
0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.0	0.0896	0.1393	0.0	0.0	0.5373	0.2239	0.01	0.0	
0.0	0.0921	0.0813	0.0	0.0271	0.6423	0.1491	0.0081	0.0	
0.0	0.1475	0.1639	0.0	0.0055	0.3825	0.2678	0.0328	0.0	
0.0	0.2692	0.0385	0.0	0.0	0.3462	0.1538	0.1923	0.0	
0.0	0.1667	0.1078	0.0	0.0	0.3824	0.2157	0.1275	0.0	
0.0	0.3857	0.1286	0.0	0.0	0.2714	0.1286	0.0857	0.0	
0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.0	0.1495	0.1317	0.0	0.0	0.484	0.2028	0.032	0.0	
0.0016	0.078	0.1381	0.0	0.0024	0.6011	0.147	0.0317	0.0	
0.0	0.2593	0.0815	0.0	0.0074	0.3778	0.2222	0.0519	0.0	
0.0	0.4167	0.0	0.0	0.0	0.3333	0.1667	0.0833	0.0	
0.0	0.0642	0.0535	0.0	0.0	0.738	0.107	0.0374	0.0	
0.0	0.1837	0.1837	0.0	0.0	0.2653	0.1837	0.1837	0.0	
0.0	0.1324	0.0871	0.0	0.0383	0.5087	0.1986	0.0244	0.0105	
0.0	0.2426	0.1471	0.0	0.0	0.4485	0.1544	0.0074	0.0	
0.0044	0.0844	0.0622	0.0	0.0044	0.6578	0.16	0.0267	0.0	
0.0	0.2108	0.0882	0.0	0.0049	0.1961	0.4167	0.0833	0.0	
0.0	0.1493	0.2985	0.0	0.0	0.2537	0.2836	0.0149	0.0	
0.0	0.0441	0.0098	0.0	0.0294	0.8873	0.0196	0.0098	0.0	
0.0	0.068	0.1184	0.0	0.0022	0.6228	0.1579	0.0307	0.0	
0.0	0.1466	0.0991	0.0	0.0	0.4612	0.2586	0.0345	0.0	
0.0	0.2075	0.1509	0.0	0.0	0.3019	0.2453	0.0943	0.0	
0.0	0.2736	0.0849	0.0	0.0189	0.3491	0.2736	0.0	0.0	
0.0	0.2454	0.0952	0.0	0.011	0.3956	0.1832	0.0696	0.0	
0.0	0.1163	0.2326	0.0	0.0	0.2093	0.4186	0.0233	0.0	
0.0	0.0971	0.0706	0.0	0.0	0.5912	0.2176	0.0235	0.0	
0.0016	0.1482	0.1466	0.0	0.0081	0.5114	0.1612	0.0228	0.0	
0.0	0.375	0.0	0.0	0.0156	0.3281	0.25	0.0312	0.0	
0.0	0.1905	0.1429	0.0	0.0	0.3952	0.2381	0.0333	0.0	
0.0	0.2553	0.1206	0.0	0.0071	0.305	0.305	0.0071	0.0	
0.0052	0.1414	0.1152	0.0	0.0052	0.3822	0.3141	0.0366	0.0	
0.0085	0.1915	0.0511	0.0	0.0043	0.4255	0.2085	0.1106	0.0	
0.0	0.0702	0.1754	0.0	0.0	0.4152	0.3099	0.0292	0.0	
0.0124	0.1149	0.0621	0.0	0.0	0.5683	0.1957	0.0466	0.0	
0.0	0.1257	0.1078	0.0	0.0	0.5269	0.2156	0.024	0.0	
0.0	0.3793	0.0	0.0	0.0	0.4483	0.0	0.1724	0.0	
0.0	0.1429	0.1111	0.0	0.0079	0.5079	0.2103	0.0198	0.0	
0.0	0.1378	0.1071	0.0	0.0026	0.5306	0.1786	0.0434	0.0	
0.0	0.283	0.0566	0.0	0.0	0.4906	0.1698	0.0	0.0	
0.0	0.1077	0.1487	0.0	0.0538	0.4744	0.2077	0.0077	0.0	
0.0	0.178	0.3136	0.0	0.0	0.2288	0.2119	0.0678	0.0	
0.0	0.2716	0.1605	0.0	0.0	0.2346	0.2716	0.0617	0.0	
0.0	0.1777	0.1033	0.0	0.0041	0.343	0.2727	0.0992	0.0	
0.0	0.5217	0.087	0.0	0.0	0.2174	0.1739	0.0	0.0	
0.0	0.1977	0.1582	0.0	0.0056	0.2881	0.3051	0.0452	0.0	
0.0	0.1257	0.1617	0.0	0.006	0.4731	0.2216	0.012	0.0	
0.0	0.2	0.15	0.0	0.0	0.1	0.5	0.05	0.0	
0.0	0.2563	0.1261	0.0	0.0042	0.3445	0.2395	0.0294	0.0	
0.0	0.1264	0.092	0.0	0.0	0.4598	0.2529	0.069	0.0	
0.0	0.1736	0.1529	0.0	0.0	0.4628	0.186	0.0248	0.0	
0.0	0.1681	0.1593	0.0	0.0088	0.2876	0.2876	0.0885	0.0	
0.0	0.2857	0.0	0.0	0.0	0.1905	0.1905	0.3333	0.0	
0.0	0.4545	0.0909	0.0	0.0682	0.0455	0.25	0.0909	0.0	
0.0	0.1913	0.1366	0.0	0.0055	0.388	0.224	0.0546	0.0	
0.0577	0.1923	0.0	0.0	0.0	0.6635	0.0865	0.0	0.0	
0.0	0.5	0.0385	0.0	0.0	0.0769	0.3462	0.0385	0.0	
0.0	0.1337	0.1094	0.0	0.003	0.5532	0.1824	0.0182	0.0	
0.0031	0.089	0.092	0.0	0.0061	0.592	0.1902	0.0276	0.0	
0.0	0.1329	0.0698	0.0	0.0248	0.6577	0.1036	0.0113	0.0	
0.0	0.1225	0.1026	0.0	0.0364	0.5993	0.1291	0.0099	0.0	
0.0	0.254	0.0317	0.0	0.0	0.4286	0.2063	0.0794	0.0	
0.0	0.2667	0.0667	0.0	0.0	0.0667	0.5333	0.0667	0.0	
0.0	0.1046	0.0751	0.0	0.0268	0.681	0.1072	0.0054	0.0	
0.0	0.1121	0.0517	0.0	0.0	0.4483	0.3276	0.0603	0.0	
0.0	0.1905	0.0952	0.0	0.0	0.4476	0.219	0.0476	0.0	
0.0	0.11	0.0997	0.0	0.0069	0.5808	0.1856	0.0172	0.0	
0.0	0.1094	0.0312	0.0	0.0	0.4844	0.2969	0.0781	0.0	
0.1063	0.0803	0.1157	0.0	0.0118	0.5891	0.0921	0.0047	0.0	
0.0	0.1236	0.2697	0.0	0.0	0.3933	0.191	0.0225	0.0	
0.0	0.2303	0.1382	0.0	0.0	0.4474	0.1776	0.0066	0.0	
0.0	0.1123	0.0615	0.0	0.0294	0.6765	0.1016	0.0134	0.0053	
0.0096	0.1115	0.1401	0.0	0.0064	0.5287	0.1752	0.0287	0.0	
0.0	0.1151	0.0691	0.0	0.0395	0.6743	0.0921	0.0099	0.0	
0.0	0.2067	0.1061	0.0	0.0056	0.5251	0.0894	0.067	0.0	
0.0	0.2331	0.0977	0.0	0.0226	0.3308	0.3158	0.0	0.0	
0.0	0.5882	0.0588	0.0	0.0	0.1765	0.1765	0.0	0.0	
0.1121	0.0855	0.1121	0.0	0.0265	0.469	0.1681	0.0265	0.0	
0.0265	0.1788	0.0662	0.0	0.0	0.3841	0.2914	0.053	0.0	
0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
0.0	0.1287	0.1696	0.0	0.0	0.4561	0.2339	0.0117	0.0	
0.0	0.1651	0.1274	0.0	0.0047	0.4434	0.217	0.0425	0.0	
0.0	0.118	0.0912	0.0	0.0322	0.6542	0.0965	0.008	0.0	
0.0	0.2544	0.0877	0.0	0.0175	0.2982	0.3421	0.0	0.0	
0.0	0.2632	0.1579	0.0	0.0	0.1579	0.3684	0.0526	0.0	
0.0	0.1756	0.122	0.0	0.0	0.3902	0.2634	0.0488	0.0	
0.0	0.0923	0.2	0.0	0.0077	0.5462	0.1385	0.0154	0.0	
0.0	0.0828	0.1274	0.0	0.0127	0.4586	0.2994	0.0191	0.0	
0.0	0.069	0.0345	0.0	0.0	0.2759	0.4483	0.1724	0.0	
0.0	0.2244	0.141	0.0	0.0128	0.3141	0.2821	0.0256	0.0	
0.0	0.2857	0.0649	0.0	0.0	0.4026	0.2143	0.0325	0.0	
0.0	0.0971	0.0744	0.0	0.0	0.5728	0.1812	0.0744	0.0	
0.0	0.125	0.1105	0.0	0.0349	0.5901	0.1308	0.0087	0.0	
0.0	0.2292	0.0938	0.0	0.0	0.2812	0.1979	0.1979	0.0	
0.0	0.625	0.0	0.0	0.0	0.125	0.25	0.0	0.0	
0.0	0.1458	0.2917	0.0	0.0	0.2083	0.3333	0.0208	0.0	
0.0	0.1681	0.1933	0.0	0.0	0.3361	0.2521	0.0504	0.0	
0.0	0.1376	0.0562	0.0	0.0309	0.6798	0.0871	0.0084	0.0	
0.0	0.2348	0.0957	0.0	0.0174	0.3304	0.3217	0.0	0.0	
0.0	0.2161	0.0554	0.0	0.0139	0.5042	0.169	0.0416	0.0	
0.0	0.1761	0.1321	0.0	0.0063	0.3648	0.2767	0.044	0.0	
0.0	0.0781	0.125	0.0	0.0	0.5573	0.1667	0.0729	0.0	
0.0105	0.2094	0.0785	0.0	0.0105	0.377	0.2461	0.0681	0.0	
0.0	0.1616	0.1402	0.0	0.0	0.4573	0.2073	0.0335	0.0	
0.0	0.1607	0.0893	0.0	0.0	0.4286	0.2857	0.0357	0.0	
0.0	0.2482	0.1168	0.0	0.0219	0.3504	0.2482	0.0146	0.0	
0.0103	0.0974	0.0872	0.0	0.0205	0.4821	0.2615	0.041	0.0	
0.0	0.0824	0.1118	0.0	0.0029	0.6176	0.1706	0.0147	0.0	
0.0	0.1814	0.1176	0.0	0.0	0.4265	0.2402	0.0343	0.0	
0.0	0.1432	0.1137	0.0	0.0295	0.4126	0.2337	0.0674	0.0	
0.0	0.3226	0.0968	0.0	0.0	0.1613	0.3871	0.0323	0.0	
0.0	0.1142	0.1142	0.0	0.0039	0.5394	0.2087	0.0197	0.0	
0.0	0.2564	0.0513	0.0	0.0	0.3141	0.2051	0.1731	0.0	
0.0	0.0826	0.0649	0.0	0.0324	0.7021	0.1091	0.0088	0.0	
0.0	0.1538	0.0842	0.0	0.0403	0.5531	0.1575	0.011	0.0	
0.0	0.5357	0.0	0.0	0.0	0.2143	0.0357	0.2143	0.0	
0.003	0.089	0.1009	0.0	0.003	0.5994	0.1899	0.0148	0.0	
0.0	0.2143	0.0	0.0	0.0	0.6429	0.0714	0.0714	0.0	
0.0	0.1412	0.0549	0.0	0.0196	0.5255	0.2392	0.0196	0.0	
0.0	0.2456	0.0789	0.0	0.0088	0.4123	0.2544	0.0	0.0	
0.0	0.1727	0.1165	0.0	0.0	0.4739	0.2289	0.008	0.0	
0.0	0.0838	0.1098	0.0	0.0058	0.5983	0.1879	0.0145	0.0	
0.0	0.2063	0.127	0.0	0.0	0.381	0.254	0.0317	0.0	
0.0	0.1567	0.0784	0.0	0.0373	0.5933	0.1231	0.0112	0.0	
0.0	0.2381	0.0476	0.0	0.0	0.2857	0.381	0.0476	0.0	
0.002	0.085	0.1174	0.0	0.0243	0.4879	0.2308	0.0526	0.0	
0.0	0.1196	0.0646	0.0	0.0287	0.6722	0.1029	0.012	0.0	
0.0033	0.1	0.0967	0.0	0.0033	0.5967	0.1833	0.0167	0.0	
0.0	0.2485	0.142	0.0	0.0	0.284	0.2663	0.0592	0.0	
0.0	0.1835	0.1044	0.0	0.0063	0.481	0.193	0.0316	0.0	
0.0	0.1569	0.149	0.0	0.0	0.4157	0.2471	0.0314	0.0	
0.0	0.2394	0.1268	0.0	0.0	0.331	0.2394	0.0634	0.0	
0.0	0.2917	0.1667	0.0	0.0	0.0833	0.375	0.0833	0.0	
0.0	0.2409	0.146	0.0	0.0	0.4599	0.146	0.0073	0.0	
0.0	0.2135	0.1042	0.0	0.0208	0.4427	0.2188	0.0	0.0	
0.0	0.1608	0.1678	0.0	0.0	0.3986	0.2517	0.021	0.0	
0.0	0.2155	0.1381	0.0	0.0	0.442	0.2044	0.0	0.0	
0.0031	0.1169	0.1046	0.0	0.0062	0.5538	0.1969	0.0185	0.0	
0.0	0.0928	0.1753	0.0	0.0	0.3299	0.3299	0.0722	0.0	
0.0	0.1717	0.0904	0.0	0.0151	0.4518	0.1988	0.0723	0.0	
0.0	0.0791	0.1073	0.0	0.0028	0.5876	0.2034	0.0198	0.0	
